74a1fd67-30d1-4f36-bd0a-845c65ac72bb	1	Horrible quality, I have yet to wear this item and after just sitting in the black box it arrived in, it is tarnishing! Of course the return window is within 30 days, it takes less time than that for  this item to become useless and damaged.  Never again!
be29ab4d-6bd4-4c57-aa3e-4f5d0ae48dad	5	Awesome!.  I typically cut everything and put it into my salad.  Then one day while at Subway I got a salad and was impressed by their double bladed mezzaluna type knife. Unable to find a good one, I elected to purchase this one.  This is very sharp, and cuts extremely well.  I typically cut cucumbers, plum tomatoes, pepperoni, in a bowl then add the spinach, cut some more then add the feta for a very healthy greek style salad. I use one bowl and this knife.
86bd9545-60b4-4aee-8b76-1522fe2851aa	4	Very good product.  I bought glass because I do not like drinking from plastic.  Not healthy.  I was disappointed that the insert that holds the fruit is plastic!  Otherwise it is a good product.
648bd04d-33c7-4aa0-a930-b869877c41cf	5	This juicer is the easiest and most comfortable juicer I have ever used. I have arthritis in my fingers and have had no difficulty using this juicer for squeezing my fresh lemons every morning. It is extremely easy to disassemble for cleaning and cleaning is as simple as rinsing under the faucet. It really is very quiet when running and the parts are sturdy and well made.  I highly recommend this juicer for its simplicity of use and cleanup.
1ec890c5-3cf5-40fa-8269-f08b9598b6c9	5	THESE ARE PERFECT FOR DISPLAYING JEWELRY ---
5c243374-a211-4fea-b6ae-1cf6a2b3a70e	3	Love the look of the pearl and the chain, elegant, but chain needs work.  After wearing it ONE TIME, my husband was cautiously taking it off and the chain broke off the clasp.  It can not be fixed.  Disappointed and angry.  I searched for a very long time for this and do not why they would put that lovely pear on such a piece of garbage chain.  So bear this in mind if you want it.
b5a45c1d-0012-427f-9ae4-45e474817607	5	Product arrived as expected. Received product for discount to provide honest feedback. Aplus shipper and great product. Cant complain at all. Will buy again at full price.
c93b5303-9f8d-47d7-bf06-ebed29783970	5	Great quality!<br />Received in nice gift box.
0852e47c-d35f-4a5b-8745-9150b5bc4ff4	1	Can't find Kue cup without ordering off line. Shame on you Keurig for selling this model.
32f5d10e-79a8-4c3e-a1e2-fc8becc3aa63	3	Good buy if you want the tapers. The set of plugs I received were very cheaply made and the paint rubbed off right away, although they had great costumer service and promptly sent me another set, these new ones seem to be of better quality but still are quite worrisome considering the previous set.
5eaeecbc-eab9-4259-bb3d-787aaa302a86	5	Great
01f74619-4b1a-4597-b71a-dd8b23557fe2	5	Np problems, works great. Use it nearly every day and don't have to heat up the kitchen with the regular oven in the summer months.
75e260c3-8f6e-49b5-a938-cc77539757ce	3	Last year I bought my first ever ceramic knives (Kyocera) and they were fantastic!  Broke one, so I ordered this one as a replacement.  I was thinking that ALL ceramic knives would be just as sharp as the Kyocera.  Wrong.  This one cuts OK, but on tomatoes (the definitive test of sharpness) the MoiChef takes considerably more downward pressure on the draw stroke to pierce the tomato skin than the Kyocera.  I'll keep the MoiChef and use it, it's fine, it's just not 5-star fine.
f2ee0a94-e8c5-4792-8b34-1d89ec6974bc	5	Delicate and cute.. Sits perfectly on my neck.
ac4b5d90-10e8-4f4f-ba14-84dc5596c5f8	3	Fits well, is a scorpion.... honestly the drawback is that it looks like 99 cent bling with the fake jewels. Should have stuck to silver ('silver').
729d0bad-c5a0-4527-a8e1-f1b5360e0a41	5	These are bigger than I thought! I love them! Really well made with a little weight to them! I want to buy more as Christmas presents!
30a86aff-0853-445a-9fe4-4fe5b3ffb2c6	5	I really like these, but they're a little heavy. But I bought two other pieces that I thought would be bad, so I got a pack of Lobe Wonders along with this to prevent my ears from stretching out. I was a little concerned that the backs don't screw on, but I haven't had any problems. They're products are very well made and have fared well against frequent wearing and swapping. Thank you!!!
1e544e10-435e-4ac8-8f71-20a77f29a319	4	We love the Corelle Livingware Country Cottage set of dishes.  We don't need anymore cups, so this combination was exactly what we needed.  It can go from the microwave to the dishwasher which makes it is so convenient and easy!  My wife is going to order another set.
d3a3902c-1d7c-403b-be04-d2b4977ad488	5	As others have said, large! But also a good weight. I've been wearing them all day and my gamer friends love them.<br /><br />The colors are vibrant, and the simple design both gets the point across and perfectly shows someone jumping through a portal. NOW, whether they're jumping through your head, or AROUND it, is up to you... :D
eff8339f-1241-4d9f-880c-24a4b8fab713	4	Nice ring for the price.
58ecb5b4-505b-4039-b693-193602b1f2d3	4	So far so good! I've cut up whole chickens and straight through bone with no problems. I only wish the blade was sharp all the way to the handle.
2448896b-0fb9-4ff4-86d1-34bd22cfc83a	5	This is great for batter! The edges scrape the bowl perfectly :)
e862b1ca-b05c-40e8-ae6e-cbf69c496088	3	A great deal but a few mistakes were made with the order. I got the wrong size tunnels with the 12 mm tapers. Also almost everything was labeled the wrong the size but it was easy enough to figure out which was which. Compromises for the price I guess.
c5e35075-f603-4836-a661-ac058f53a408	5	I received this in 2014 it was bigger than what I wanted so I don't wear it but i needed a locket and I use it for that purpose by all means it was only two day shipping so that was nice
f9e651bb-c0b6-4c66-a519-8ddec7b1242c	4	This is a good pan to have if you want to take it camping or to cook with under your broiler. I cooked a London broil in this and it came out perfect in the broiler. Otherwise stove top cooking in this would be a pain because it is a pain to clean in between the grooves
77dea662-ab6d-470f-8ee8-54d5d4f4cf8a	1	Too large, and far too ugly.
b444528f-6ccb-47ea-a715-b3e5f09d8336	5	I just love this RubyRed baroque necklace.  For the price, the craftsmanship is just beautiful and the quality is great. I plan to order more of my jewelry from &#34;HisJewelsCreations&#34; through Amazon. Delivery was spot-on too.  B
7f95d3f7-c7ac-48b2-9b9c-f19de2c05da5	1	not true to the picture very dull no shine and looked bad it broke inside the envelope before i even opened it the envelope was folded and put into mail box. bad quality. not worth the $10 better off going to the mall and getting something there.
4c4f713e-c6c4-43d3-a86f-641e474e9681	5	Pricey, but wonderfully crafted. The grain size is so easy to adjust for both the salt and pepper,
38661088-cda4-40cb-9194-4a83e48f6e8b	1	I was enthusiastic about these shredders which were advertised as being so well made that I could proudly pass them down to my children. I don't think so.  Mine is showing rust spots after being washed once.  It looks ugly.  My husband took one look at it and said, &#34;I'll just use the old one instead.  Throw this one away.&#34; I did.  Don't waste your money on this.
a6bb8001-beca-4faf-a089-5d281c0fdb29	5	Super happy with the quality of the material. It's light and comfortable. There's a zipper so nothing falls out. Lots of room and pockets to find essential things, like keys, fast. I would definitely buy another in a different colour.
acccab8c-0e03-4f3f-9fcf-ca8ea592bbb4	5	Love these! These look great and are exactly what I hoped for.
1bb383aa-237f-4d5e-a77b-0e5ba401580b	5	Perfect-big -love them
aeff2093-48b7-4792-a0fd-9a568f4e4f2b	5	good
38d22f54-ad69-43c9-80e7-b61458b74806	2	Green plating comes off easily as a verticle labret if you mess with it alot with your mouth.<br /><br />I'd imagine it would work better as an eyebrow ring.
d19c5ad6-6ac5-4152-85a1-fcd64d22dd78	5	Bought these bottles for pancakes and waffles. Works perfectly for no-spill pouring and stores in the fridge for next day use.
8b68e9fb-0949-428b-8e07-de3f1eaf9ac7	5	I love this tray. I have had the cheaper ones but you may as well spend the money and get a good one and this is worth it, I would definitely buy this product again.
4afb5841-1740-4a93-87c7-15bf5e16bb55	3	I was disappointed in this carafe. I expected it to hold ice water all night with ice still in it the next morning. It's a nice pitcher, but it doesn't do the job I expected. I had had a thermos type pitcher that had a glass lining inside. It got broken, and I was trying to replace it. It held ice all night.
ef979f4e-2f2f-41b1-8499-79a6a7db6919	5	Love these, I needed something for the hubby's ears that would be small enough not to cause a problem at work!  The beads fit so snug I don't even worry about them coming off!!!
aba76ebd-ebcf-4572-bc5d-6b31c9648770	3	The heart came out very odd and I was unable to tell that it was a heart at first. The necklace fit perfectly, however, and I'm glad to see a choker actually fit as well as this one did.
83889d18-5d42-473a-9224-88b56083e871	3	These are cute colors, but the material is much thinner than I expected.
121b52cf-9aa4-4193-8bb4-f404889c45ec	5	Not really much that can go wrong with a bag. No rips or tears, pictures were nice, not screwed up or anything
ed529f77-b0c2-4cbb-8328-e986bc8d9f31	5	I've had food processors for years going back to the Robot Coupe. Finally decided to bite the bullet and spend a few extra bucks and get this big one. I love it. It is so fast it took some getting used to so as not to turn everything to mush. Bread dough in seconds; kapusta in even less time. Combine this with a Kitchenaid mixer and you don't need anything else for food prep. The only down side is after washing in the dishwasher, it is impossible to get some parts of the bowl dry. I try to put everything away right out of the dw, but this I have to air dry. Not a big deal, but a minor inconvenience.  Great product, wish I had bought one years ago.
c57dc5ea-c3bc-4804-9930-8dc62ba17ec9	3	Got these to match my prom dress, they were not the correct size they were a little smaller not to big but broke easier thank other glass pairs I've had.
61e37f16-4a97-42d1-a7d0-00d67f32c2d6	5	Love my new tongs! I am an avid cook (professionally trained) and I have to say these are a great addition to my kitchen. They rest off of the counter so I don't  have to worry about a messy counter nor do I need to worry about anything &#34;extra&#34; contaminating the food I am preparing. It's a win win. I think this will be a great item for gift giving (already bought a second set for my mom)- a great set -terrific value too.
006843a1-1269-4c0a-8528-46dbf0bc7d45	5	These pearls are very pretty! You get a blue/grey, white, and pink. What I really like about this set is that the outside circle, the diamond part, is removable so you can use it with any color pearls.
bf9e2e4d-b754-4815-b94e-20cf8d48bd84	5	Awesome product! Keeps your drink cold all day!
417ac3b9-2c51-45fb-abad-40eebff2da27	5	I am truly enjoying my French Press.  Received 3 gifts with the press and they are the best.  I have chosen for now Turkish coffee with Cardamom and sugar.  It feels like a special holiday every time I use my French Press.  I want to purchase more as gifts for friends and family, this French Press is wonderful.<br />I also appreciate the seller MSG Market Source.  They have treated me royally throughout the complete purchase.  When deciding on the right french press for me, the description was great, and true to i'ts word.
08bb0486-00ef-41c7-9455-35f74533a81b	5	Gorgeous bracelet. Comes with the alex + ani card and bag, no box. As far as I can tell this is authentic. Purchased as a birthday gift and the recipient was very happy with it.
bdc1ba83-b804-4899-9a8f-0d38d9c7551e	5	Fell in love with these in Italy and happy to find one at a good price here in the US.  Keep in mind that the cup size is for espresso cups.  I make the 6-cup size for one big mug of good, strong coffee.
7e8331aa-24ae-4a07-9025-d4d9032b9e14	3	I like the looks of this very much, but the butter gets smashed along the sides a lot since it is just big enough for one stick.  After a few months and setting on the counter too hard the top snapped off.  Won't buy another like it.
0316627d-94e5-4861-a5f8-b0c466e52fc6	4	This is pretty simple - a one - piece tool for cutting cheese. I got it because the wire cheese cutters I use always break. This is sturdy, so I don't see that being a problem. It is a little narrow, so it can't cut cheese blocks that are as wide as my wire cutter could, but I typically but smaller blocks anyway.
f9904b8f-90ec-40e7-b306-88e495a1245a	5	Love this product. I even ordered two more for friends. My first one broke when I dropped it, but it was my own fault. As a nursing mom this is a great way to keep taking in fluids. I fill it every morning and keep it with me thru day.
b149f4fb-7dce-43ba-bbb5-fd430fc2137a	5	Dangerously sharp.  I nearly lost a finger!  Can't recommend.
937ade8d-9066-451b-9564-abccf02fd0ab	5	Nice addition to the candy bar. Everyone loved the design. Super cute!
1cafbe86-69ef-4347-a307-50c6daae1c5a	1	I wish I could contact seller to tell them upset I am about this product .. I bought this a few months ago and today the pug charm snapped off my bracelet the metal loop snapped right off ... and of course my window to return expired on Aug 16th please do not buy this ... it is cheap and obviously they know it will brake so they give you a small window.... if I could give no stars I would !!!
ba4b297e-d05f-482c-8b5d-ff22677e3c0d	2	I am not in love with this. Very stiff. Not worth the money.
fa7afb0f-ab84-4f25-a0ab-6f5088b16956	4	Love the infuser water bottle! The infuser itself is a little hard getting out at first but other than that I love having flavor in my water.
3251384b-c0f6-4665-8bb7-b1c7fb675369	5	Love Alex and Ani - great quality and I love the cross.
7614e007-b58c-452a-bc04-ee5a7dc46b99	5	Love it.  Had it on my wish list for quite awhile, then decided - why not????
b0279e96-43f4-4d78-9d6c-2cadebd4c2d4	3	NOT GOLDENROD! They are orange! Bright orange. Not even close to yellow. So disappointing! The packaging says goldenrod, but they definitely are not. Now we have to scramble last minute for yellow crepe!
6a017d6e-ac66-4a07-a6fc-36103e5bf104	3	Before/after testing with the [[ASIN:B00IDBZ1A2 iSpring TDS3 - 3-Button Digital TDS Meter features Automatic Temperature Calibration, Extra Temperature Button, Carrying Case, 0 - 9990 ppm Measurement Range, 1 ppm Resolution]] gives me Total Dissolved Solids of 174 ppm before treatment, and 110 after, measured roughly a week after changing the filter.<br /><br />This version really is much better with not releasing all kinds of carbon particles. I just wish it took more of the crud out of our nasty tap water. Will look at similar affordable solutions. If they're no better, I'll come back and reassess this rating.
a9baa1a2-e6f8-438b-a072-4c70c83523eb	1	We enjoyed this microwave for about 2 years and now the door has crumbled.  Only adults used it moderately and it was cared for.  It started a year ago with a few cracks in the plastic and now the door is coming completely apart.  A replacement part is $90.  Don't waste your money on this brand.
c642e7c7-ed0b-4f6f-b950-2eff102ebd87	5	Love it!
bdf127cb-abc6-431b-83a2-4d16e2630e91	1	cheap quality
c003f836-6f43-4e74-ac74-59c3ac000c69	5	This is a very cute simple set... Would make a good gift for a child or adult.
b135eabd-01e8-433e-92aa-d19d612a10e8	5	I have used a lot of insulated containers in my 40 plus years of drinking coffee and teas.  This is by far the leader of the pack.  Not only does it keep coffee hotter for much longer then any of the others I have used, it is by far the best looking.  To tell the truth, I am not interested in size, shape, or anything else other then how long does my coffee stay hot.  Anything else is just a plus.  The best thing about this is it doesn't drip and is super easy to clean.  Only rubber and stainless steal come in contact with the beverage. We will be buying another one or two soon for camping and a wedding gift.
50088cca-d9a7-4387-85ed-e8a88e54ee50	5	My husband purchased this as an early birthday gift for me, and it just arrived today. The pendant is sturdy, solid metal, with two sides that you can show. One side is shown in the listing, the other side is a smooth, silvery pentacle that looks elegant and very Witchy. The chain is simple, but comfortable, fits well, and when worn, the pendant lays comfortably on my chest with no issues. Very happy to have this pendant, and would recommend it to others looking for a high quality necklace to represent their faith.
2ff59077-3893-4bec-8751-27346df40bbe	5	Great product delivered on time.
1c8a53d4-a21b-4ed2-b9ff-0ef9f80fca1e	4	Bought this for my best friends bachelorette and she loved her veil tiara. It's cheap material but ill only wear the stuff once anyway. So it's a good deal for how much you get.
4750c8da-6ed6-430c-8549-c379aad60fc8	5	Adorable paper plates!  Used them for my daughter's ballet themed baby girl shower!
81af181d-0181-454e-a61f-22342934aa93	5	This is awesome and super easy to use.  I use it in a 32 oz mason jar which creates a great cold brew with my favorite coffees (significantly less acidic flavor profile than the same coffee brewed via percolator or French press).
1ab82219-e349-4c60-a318-d5790975927f	4	I would have given it a 5 star rating but it had a missing stone and one of the other stone was in the bag so I glued it back on but other then that it is a gorgeous necklace. People kept asking me where I bought it.
ca7c5fc9-6341-4b8d-b4ca-8439c6f2a0a0	4	Exacty as stated.  They server their purpose well
33c16eae-4369-4f70-b35b-585c5e614244	5	Beautiful . loved the color and everyone loved it
88a793e1-35fe-4589-a0e7-c2d26c5672ca	3	So sad it's made so poorly. Everyone comments how cool it is but it chipped the first time I used it. (I am not rough on dishware.) Continued to use and the second time another big piece of the paint fell off. I really like the mug. But it may explode the next time.
986cc550-bb1a-45af-abee-4a687742e794	1	doesn't work well wtih Keurig. Grinds go thru
9c272525-3001-4bba-9a20-67fddd538db5	5	it is beautiful and I really love it。 it will be even better if the blue paper can be changed by fabric or something more stronger。
963a91fe-8d00-4817-b437-558ff47d8cd6	4	Fun, good color combo, and good size; they show up. The stones are a tad bit loose, but overall a nice piece of costume jewelry.
a38908a9-802e-47e1-b835-adf1c5ed7268	5	It feels so comfort and so cute...
990a94cc-6622-45be-85d1-e2fa4cae4a6d	5	I bought this set to work with a new Induction cooktop, and it's perfect. The only pan I am missing is a small skillet for eggs - but otherwise all needs are pretty much covered. It's a good entry level cookware set that seems like it will last some time with average use. I'm very pleased.<br /><br />And for your information, this is the induction cooktop I am using it with. I am also very pleased with that purchase:<br />http://www.amazon.com/gp/product/B0045QEPYM?redirect=true&ref_=cm_cr_ryp_prd_ttl_sol_4
c5986af2-192a-4d2d-9323-aceee89ec8f6	5	It's a Foreman!
b826c9ad-fd6b-4089-a6c3-d399975098d6	5	Very nicely made. Apparently too cool for me, my daughter snagged it and has been wearing it. I've got to negotiate to get it back for special occasions :-).<br /><br />One caveat. The chain it comes with may be a little small if you are a guy with a big neck (probably fine up to about 16.5 inches, then starts to be a little choker like).
759582a3-e186-44d4-ad23-02962da21635	3	I was expecting to be bigger mold.
8bf4c82b-7839-4e67-a5eb-7ac47c6393ea	5	My order came pretty fast with everything in the package. I thought I was only getting 4 in a pack, but it had several and was pleasantly surprise. I can't wait to use them for a party this weekend with my new snow cone machine.
fc3d3772-29ab-46eb-9c52-937472842dcd	2	I really like it however the beads came off after 1 day of wearing it :(
54f00426-6464-4411-8ceb-885170ab7f18	5	Awesome
d00cded1-2b8e-4bea-9e21-871d98e59750	5	I didn't even realize it locks. Smoothest can opener I've ever owned.
073cbf68-99c0-4c8c-b9f4-d71cf235a145	4	Nice quality, the size is too small for most uses.Good for carrying a notebook or papers.
b145dd83-3d4e-470d-b858-9bbed5a4312c	5	These were very solid and pretty, especially considering the great price!
0a5b020c-b39f-4dc9-a6af-babaa52050ff	3	I like the rings and they arrived on time. However, the bottom gem is loose like it isn't glued in. It hasn't fallen out, but when I touch it, the gem moves inside the metal ring. I'm not sure if all of them are like this, I have only wore one of them. If the gem doesn't end up falling out, then besides that- I have no complaints.
c1162993-0b8a-4a65-898e-51fb32095ade	5	This was perfect for cupcake toppers for a Princess birthday party.  Everyone ate the pink crowns before they started on the cupcakes.  Easy to use and clean.
7c99d270-2fbe-43d1-bd5a-984c2cf1dcff	4	I wanted this for my necklaces with fine chains that get tangled in the jewelry box no matter how careful you are.  My necklaces are mostly 18&#34; in length.  This stand is a little short for these. I am making it work but some almost drag in the tray.  Great for the money.
e262520e-b7f1-4b3c-b0a1-5edb74436bcf	5	Beautiful...daughter loved the necklace.  Would purchase again.
8f4864ae-16b5-48c2-a1fe-b9eb45356185	1	this is a piece of sh**.  It arrived dirty and broken.
69a18d6b-1085-4a5d-b54b-d00c9832b14b	5	Absolutely Love these earrings! They are super cute and unique. They look like real gold. They come in s very nice box too!
d1d99dd7-4832-473d-b0ae-75eb8e7a7dc8	4	It doesn't quick look like the picture.  There are no stones, as it looks like in the photo.  It is very nice however and I am pleased with it for the price.
f774b965-56f7-4bcc-84f0-82e90a2fb0e0	5	This knife rack looks awesome on hung on the wall. The magnets are strong and hold the knives shown in the picture securely. There is a template included for securing the rack to the  wall as well. The only thing I should mention is that it is best to pull a knife down to slide it off of the rack as opposed to pulling it away from the rack, the way it is secured to the wall allows the rack to lift off of the wall a little if you pull away, I'd think over time doing this would wear away the holes that it hangs from.
7e0814b4-db64-49db-a25f-3444313026d3	5	Love the turquoise because of all the blue in it fits nice thanks again
1c548a9e-4336-4fe4-87a3-e41c934045b9	5	This is a great grinder.  As good if not better than the ones that cost twice as much.
d268debf-e394-4ecf-a424-b3426816b73e	4	Minimalist design, strong wire, and good secure clamping power for bags of potato chips and similar.  I purchased these to use on bags of wood chips for the BBQ, and they work just fine.  For bag clips I prefer the traditional ones with greater width to them--in fact the only reason I gave these 4 stars instead of 5 is because they don't have that extra width to them--but these work just fine, have a stronger spring tension, and frankly are going to last a lot longer.
f0485faf-6f63-4440-a89d-f820917253f1	5	This was a birthday gift which has been very well received by my mother.  I do not have further details but she says that it fits well and she will be able to wear it with a range of necklines.
6d0b86d3-b31e-4464-a7d0-56be6795b451	5	lovely smaller glass pitchers. well made and thick glass. not thin., covers fit and have a pour and no pour positioning. so glad they are square to fit in the refer better. perfect for families whos members have different tastes in drinks. lids come in different colors. will buy this brand again in different sizes. great quality.
8f294f09-a124-4f04-a148-653ef81d3e40	5	love these mugs pretty ad functional
fc3a5eee-dfa1-490d-927d-7cac38fcd564	5	Creates the best coffee experience!
cc9062e5-c304-4224-bcab-8ccc85902255	3	So so quality, not glued well but I will keep it anyway
39b6c3ff-a1e8-42ad-a436-86211c211a46	3	Pretty bracelet.....but the butterflies stick you.....they all fell off.
363b50f7-03f8-456c-a6ef-770a3d04f4fb	5	Love this stone!  It is bigger than my first one and fits all the pizzas I have bought or made from scratch!
cb55e7d9-9c72-4e73-ae79-9b424a30735e	5	The turtle are a perfect size, and it fits great. Its super cute and I love it. No hassle shipping and worth the price.
f8ec46b9-b7af-4ceb-ac54-5c476b3e2170	5	Worked great...!!!!
e300f3b3-8b79-45e5-8984-b7964eb97f2c	5	I've tried many shrimp deveiners.  Forget the gimmics.<br /><br />You don't need scissors for shrimp.  You probably don't even have time for using scissors on shrimp.  Shrimp are small.  You need it deveined and peeled in 5 seconds because you have 50-100 more to do.  And stay away from serrated deveiners - they will tear up your shrimp, not cut the shells.  This simple, indestructible tool is absolutely the best deveiner, and one of the best gifts my mom ever gave me.<br /><br />It is true that the finish will immediately wear off in the dishwasher.  Wash it three cycles before you use it.  That is my plan.  I just ordered three of them.  I accidentally left my old one at the inlaws' house, so I bought a piece of garbage locally last weekend right before a dinner party because they didn't have this model in the upscale kitchen store I went to. (dinner was late).<br /><br />I can't stress enough how perfectly simple this thing is.  Others have commented that it will tear up smaller shrimp.  That is a possibility - it depends on the user.  You are buying a hand tool.  You have to learn to use it.  The finesse is in your fingers.  Just trust me, this is the best shrimp deveiner ever.  EVER.<br /><br />[By the way, it is made by Ecko, and the seller should state that.  Other listings for the same deveiner come with a heavy $18 for shipping.  No thanks!]
a1f49ee8-fb39-4f7f-8aec-ae1e6dae2075	5	I love the cross!
00f78ed1-4ffc-4dca-b455-b6ec16316c9b	5	These are so cute I love them so much.
7f93f472-6270-4dc8-9404-1b083e5f2deb	5	best thing ever
b660bbe1-f8ff-4d72-9b44-f1bb5a0ea9fa	5	Nice!
e8de845e-8096-4b72-9540-7ed17a4893d9	3	Works fine, but I've blown two out by trying to make a second cup too soon.
fc88573b-15c7-4a69-bc18-6f4ebd378a59	1	These were absolutely a waste of money, the molding they sent for the inside was worthless to small and inferior quality.  If there was an option for no stars I would have used it. I bought a silver set from another manufacture &#34;Big Dawgs Grills&#34;, and they were perfect l, mold was correct and a far better product. DO NOT WASTE YOUR MONEY THEY ARE NOT usable.
117ee5a6-4322-4831-b65b-1934aed5d84e	5	Great
e9888f30-5f32-4e88-90aa-40cdc8573f78	5	Product arrived on time, great price and just as described.
259ea8a6-a833-4066-98f7-657d64337979	5	I really like the necklace . For the price. IT hasn't turned my neck yet
a4523d12-e377-4fe1-a738-1d450cd68b0b	4	Good product for a very reasonable price.
8d18e85c-efc6-407c-a904-21c0e0cca1e8	2	vary plasticky
6afa7512-b724-4038-868a-0b047323904a	5	Very .very fast...Iam very happy
0548535b-647b-4c66-bc37-4ccba97ab9f9	5	Choice. Super flexible & durable. And the colors are hella perfect, even better than the pic
e3d5e6fb-916a-4643-a535-26307342ea00	5	Everything I hoped for and more...and at an amazing price!  I love it and wear it everyday.
0fbf579b-819d-4938-9b9b-92a8d0fbc29d	5	good price and study
e10548dc-9cd2-42ff-a920-df356f811703	5	Awesome lunch box. I use it pretty frequently. Used to carry lunch in pyrex every day and it was so heavy. Now I only bring pyrex if I am planning on microwaving something. This bento box also keeps my food neatly separated, because who wants their foods getting all touchy feely, that's just gross.
44146a3b-e1b3-49bf-a164-ee8128e83bad	5	Who will tell me if this pan can be used on Gas Cooker or Induction cooker or both??<br />Thanks!
fdb73f2c-5895-46f9-af08-29ff529ef2cd	5	Work great.
496f25f0-ab7b-4293-b1ab-ecb7d5062e53	3	After wearing it for two weeks metal started to turn copperish color, but for the price it was fine.
500d42bc-4f6b-4147-92f4-bb62a8704634	5	Very pretty. Was a gift.
a52f133f-baee-4086-9ecd-154efaa53191	5	I love the tools it comes with. This bad boy is powerful. Even on the first setting. Sometimes I have to lift it up a couple times so it doesn't go out of control and flour gets everywhere. Once it mixes it does mix it very well. I haven't had the chance to make dough yet. So hopefully it will turn out great. I used it twice to mix the meringue to make macarons. It works well.
e959a959-699d-4c19-a9f1-95b46b653ce6	4	This is a great pendant on a strong and pretty chain!
2411d934-9c7c-4329-a385-3d7dd91ee49e	2	came out too big.
cadba32e-0e93-40e0-acf1-7b2fba0d3edc	5	I love my new Cuisinart crock pot. My old one was starting to burn my chicken, even after being on low for only a couple hours, so I had to invest in a new one. I was pleased with the price of this Cuisinart. I have long trusted the name and was glad i found it. The size is perfect for my small meals. I was once told you should fill a crock pot at least 1/3 the way to maximize efficiency. This works just great! I love that is programmable. High, low, simmer and warm. I learned the first time around low is more like a high, if you are doing the &#34;drop and cook&#34; method, of more then 6 hours, i would use simmer and put it on 7 hours. I tend to leave the house around 7, and dont get back for 9 hours later. The meats are always cook to protection. I have been very pleased too with the ease of cleaning the pot. Overall this will be my go to for all crockpot meals.
c8705e7f-2ed1-40c0-ad2a-df121b42073d	5	it is so dainty and beautiful in every detail I love it and wear it all the time
76748390-31bc-4c3e-aafc-fe28cf5ac313	5	Had to get my hubby a slimmer ring and he loved it.
aab5f389-94c5-4541-bb41-bff749a462b5	5	Love! I have a frenchie and this is an adorable and quirky key chain just like frenchie a are.
32266950-0f5b-4ddf-bcf3-9650d893a052	5	I love this pitcher!  I make a lot of decaf iced tea in the summer and this pitcher is perfect.  It seals completely.  Yes, you can lay it down on its side.  The color isn't as bright as the picture but its great.  Love the screw top, it feels very secure and is easy to pour.  I would buy it again!
af472065-bd76-41bd-b9ba-cacf2c22a401	5	I bought one necklace for my daughter and another for myself.  We both love this necklace. Beautiful design and great quality.  I will definitely recommend this necklace!!!
4d7c760f-ee93-4f73-b985-53863fe362b6	5	I love this Thermos!!  I have a mug made by Thermos and I Love it.  Things things keep liquids hot and cold so long it is unbelievable.  Great Product!
dc4071c7-0a60-4df0-9711-a5eebbce2503	5	Beautiful ring.  Sturdy stainless steel.  Highly recommended...
7d354a69-f812-417b-9a8f-f566fbaa4ad5	5	Very light and look amazing with so many different outfits!
1b34faaf-53bb-4303-a2ed-69311347ce93	5	cute
07e696c1-a2df-4b5c-9e49-2d386792db63	4	Really cute earrings, though not quite as long as I was expecting.
